from	to	score
Charlie15a	Charlie15b	128
Charlie15b	Charlie1	94.2
Charlie15b	Charlie14a	71.6
Charlie15b	Charlie15a	128
Charlie15b	Charlie16	68.9
Charlie15b	Charlie1a	94.2
Charlie15b	Charlie1b	31.9
Charlie15b	Charlie1b_Mars	89.7
Charlie15b	Charlie24	48.2
Charlie15b	Charlie9	43.7
Charlie16a	Charlie16	355
Charlie16	Charlie1	59.9
Charlie16	Charlie16a	355
Charlie16	Charlie1a	51.8
Charlie16	MER113	38.3
Charlie16	MER113A	42.8
Charlie17a	Charlie17	136
Charlie17a	Charlie17b	246
Charlie17b	Charlie17	717
Charlie17b	Charlie17a	246
Charlie17	Charlie17a	136
Charlie17	Charlie17b	717
Charlie17	Charlie24	44.6
Charlie17	Charlie25	66.2
Charlie17	Charlie3	37.4
Charlie17	Charlie4	40.1
Charlie17	Charlie6	64.4
Charlie18a	Charlie10a	59.0
Charlie19a	Charlie23a	50.0
Charlie1a	Charlie1	2409
Charlie1a	Charlie10	40.1
Charlie1a	Charlie15b	94.2
Charlie1a	Charlie16	51.8
Charlie1a	Charlie1b	627
Charlie1a	Charlie1b_Mars	2319
Charlie1a	Charlie24	33.7
Charlie1a	Charlie25	62.6
Charlie1b_Mars	Charlie1	2751
Charlie1b_Mars	Charlie10	40.1
Charlie1b_Mars	Charlie15b	89.7
Charlie1b_Mars	Charlie1a	2319
Charlie1b_Mars	Charlie1b	600
Charlie1b_Mars	Charlie24	36.5
Charlie1b_Mars	Charlie25	34.6
Charlie1b	Charlie1	631
Charlie1b	Charlie15b	31.9
Charlie1b	Charlie1a	627
Charlie1b	Charlie1b_Mars	600
Charlie1	Charlie10	40.1
Charlie1	Charlie15b	94.2
Charlie1	Charlie16	59.9
Charlie1	Charlie1a	2409
Charlie1	Charlie1b	631
Charlie1	Charlie1b_Mars	2751
Charlie1	Charlie24	33.7
Charlie1	Charlie25	59.0
Charlie1	Charlie32a	79.7
Charlie21a	Charlie10	41.9
Charlie23a	Charlie19a	50.0
Charlie24	Charlie1	33.7
Charlie24	Charlie11	154
Charlie24	Charlie15b	48.2
Charlie24	Charlie17	44.6
Charlie24	Charlie1a	33.7
Charlie24	Charlie1b_Mars	36.5
Charlie24	Charlie4	1816
Charlie24	Charlie4a	70.7
Charlie24	Charlie4z	148
Charlie24	Charlie7	31.0
Charlie25	Charlie1	59.0
Charlie25	Charlie10	38.3
Charlie25	Charlie11	40.1
Charlie25	Charlie17	66.2
Charlie25	Charlie1a	62.6
Charlie25	Charlie1b	59.0
Charlie25	Charlie1b_Mars	34.6
Charlie25	Charlie3	37.4
Charlie29a	Charlie29b	843
Charlie29b	Charlie29a	843
Charlie2a	Charlie2b	1976
Charlie2b	Charlie2a	1976
Charlie30a	Charlie30b	343
Charlie30a	Cheshire	56.3
Charlie30a	Cheshire_Mars_	56.3
Charlie30a	MER58A	51.8
Charlie30a	MER58B	56.3
Charlie30a	MER58D	56.3
Charlie30b	Charlie30a	343
Charlie32a	Charlie1	79.7
Charlie32a	Charlie20a	64.4
Charlie32a	MER5C	47.3
Charlie32a	MER5C1	50.9
Charlie3	Charlie17	37.4
Charlie3	Charlie25	37.4
Charlie3	MER1A	495
Charlie3	MER1B	350
Charlie4a	Charlie24	70.7
Charlie4a	Charlie4	456
Charlie4a	Charlie4z	69.8
Charlie4z	Charlie24	148
Charlie4z	Charlie4	74.3
Charlie4z	Charlie4a	69.8
Charlie4	Charlie11	106
Charlie4	Charlie14a	48.2
Charlie4	Charlie17	40.1
Charlie4	Charlie24	1816
Charlie4	Charlie4a	456
Charlie4	Charlie4z	74.3
Charlie5	MER3	213
Charlie5	MER33	467
Charlie6	Charlie17	64.4
Charlie7a	Charlie7	255
Charlie7a	Charlie7b_Mars	251
Charlie7b_Mars	Charlie7	1323
Charlie7b_Mars	Charlie7a	251
Charlie7	Charlie24	31.0
Charlie7	Charlie7a	255
Charlie7	Charlie7b_Mars	1323
Charlie7	Charlie9	50.9
Charlie8	Charlie12	41.9
Charlie8	MER102a	387
Charlie8	MER102b	464
Charlie8	MER102c	351
Charlie9	Charlie10	40.1
Charlie9	Charlie11	43.7
Charlie9	Charlie15b	43.7
Charlie9	Charlie7	50.9
Charlie9	MER112	207
CheshMITE	Cheshire	159
CheshMITE	Cheshire_Mars_	159
CheshMITE	MER58A	90.6
CheshMITE	MER58B	159
CheshMITE	MER58C	148
CheshMITE	MER58D	138
Cheshire_Mars_	Charlie30a	56.3
Cheshire_Mars_	Charlie30b	37.4
Cheshire_Mars_	CheshMITE	159
Cheshire_Mars_	Cheshire	1471
Cheshire_Mars_	MER58A	168
Cheshire_Mars_	MER58B	483
Cheshire_Mars_	MER58C	165
Cheshire_Mars_	MER58D	453
Cheshire	Charlie30a	56.3
Cheshire	Charlie30b	37.4
Cheshire	CheshMITE	159
Cheshire	Cheshire_Mars_	1471
Cheshire	MER58A	191
Cheshire	MER58B	506
Cheshire	MER58C	165
Cheshire	MER58D	553
Chompy-6_Croc	Chompy-7_Croc	599
Chompy-7_Croc	Chompy-6_Croc	599
ERV3-16A3_LTR	LTR16	91.5
ERV3-16A3_LTR	LTR16A	170
ERV3-16A3_LTR	LTR16B	209
ERV3-16A3_LTR	LTR16B1	307
ERV3-16A3_LTR	LTR16B2	162
Eulor2A	Eulor2B	383
Eulor2B	Eulor2A	383
Eulor6D	Eulor6E	279
Eulor6E	Eulor6D	279
Eulor9A	Eulor9B	219
Eulor9B	Eulor9A	219
EutTc1-N1	EutTc1-N2	283
EutTc1-N1	X33a_DNA	153
EutTc1-N2	EutTc1-N1	283
EuthAT-N1a	EuthAT-N1	306
EuthAT-N1	EuthAT-N1a	306
Eutr2B	Eutr2	385
Eutr2	Eutr2B	385
FAM	AluJb	227
FAM	AluJo	245
FAM	AluJr	250
FAM	AluJr4	232
FAM	AluSc	196
FAM	AluSc5	183
FAM	AluSc8	196
FAM	AluSg	196
FAM	AluSg4	196
FAM	AluSg7	178
FAM	AluSp	180
FAM	AluSq	185
FAM	AluSq10	86.0
FAM	AluSq2	176
FAM	AluSq4	176
FAM	AluSx	196
FAM	AluSx1	191
FAM	AluSx3	200
FAM	AluSx4	196
FAM	AluSz	196
FAM	AluSz6	187
FAM	AluY	182
FAM	AluYRa1	178
FAM	AluYRa2	182
FAM	AluYRa3	168
FAM	AluYRa4	169
FAM	AluYRb1	178
FAM	AluYRb2	173
FAM	AluYRb3	178
FAM	AluYRc0	182
FAM	AluYRc1	164
FAM	AluYRc2	168
FAM	AluYRd1	168
FAM	AluYRd2	164
FAM	AluYRd4	168
FAM	AluYa5	168
FAM	AluYa8	164
FAM	AluYb8	162
FAM	AluYb9	162
FAM	AluYc	187
FAM	AluYc3	180
FAM	AluYd8	164
FAM	AluYe5	173
FAM	AluYe6	168
FAM	AluYg6	168
FAM	AluYh9	168
FAM	AluYk11	159
FAM	AluYk12	150
FAM	AluYk4	168
FAM	FLAM_A	163
FAM	FLAM_C	127
FAM	FRAM	259
FLAM_A	AluJb	171
FLAM_A	AluJo	189
FLAM_A	AluJr	185
FLAM_A	AluJr4	181
FLAM_A	AluSc	139
FLAM_A	AluSc5	128
FLAM_A	AluSc8	142
FLAM_A	AluSg	142
FLAM_A	AluSg4	142
FLAM_A	AluSg7	128
FLAM_A	AluSp	136
FLAM_A	AluSq	144
FLAM_A	AluSq10	140
FLAM_A	AluSq2	144
FLAM_A	AluSq4	137
FLAM_A	AluSx	144
FLAM_A	AluSx1	144
FLAM_A	AluSx3	147
FLAM_A	AluSx4	142
FLAM_A	AluSz	149
FLAM_A	AluSz6	153
FLAM_A	AluY	133
FLAM_A	AluYRa1	124
FLAM_A	AluYRa2	129
FLAM_A	AluYRa3	120
FLAM_A	AluYRa4	121
FLAM_A	AluYRb1	133
FLAM_A	AluYRb2	124
FLAM_A	AluYRb3	129
FLAM_A	AluYRc0	133
FLAM_A	AluYRc1	121
FLAM_A	AluYRc2	120
FLAM_A	AluYRd1	120
FLAM_A	AluYRd2	120
FLAM_A	AluYRd4	120
FLAM_A	AluYa5	124
FLAM_A	AluYa8	120
FLAM_A	AluYb8	121
FLAM_A	AluYb9	121
FLAM_A	AluYc	138
FLAM_A	AluYc3	132
FLAM_A	AluYd8	115
FLAM_A	AluYe5	121
FLAM_A	AluYe6	121
FLAM_A	AluYg6	124
FLAM_A	AluYh9	115
FLAM_A	AluYk11	120
FLAM_A	AluYk12	121
FLAM_A	AluYk4	129
FLAM_A	FAM	163
FLAM_A	FLAM_C	221
FLAM_A	FRAM	178
FLAM_A	SVA_C	84.2
FLAM_A	SVA_D	88.7
FLAM_A	SVA_E	93.3
FLAM_C	AluJb	209
FLAM_C	AluJo	227
FLAM_C	AluJr	223
FLAM_C	AluJr4	219
FLAM_C	AluSc	161
FLAM_C	AluSc5	166
FLAM_C	AluSc8	159
FLAM_C	AluSg	175
FLAM_C	AluSg4	170
FLAM_C	AluSg7	166
FLAM_C	AluSp	173
FLAM_C	AluSq	182
FLAM_C	AluSq10	178
FLAM_C	AluSq2	182
FLAM_C	AluSq4	175
FLAM_C	AluSx	182
FLAM_C	AluSx1	182
FLAM_C	AluSx3	177
FLAM_C	AluSx4	170
FLAM_C	AluSz	187
FLAM_C	AluSz6	191
FLAM_C	AluY	159
FLAM_C	AluYRa1	150
FLAM_C	AluYRa2	148
FLAM_C	AluYRa3	150
FLAM_C	AluYRa4	145
FLAM_C	AluYRb1	124
FLAM_C	AluYRb2	120
FLAM_C	AluYRb3	120
FLAM_C	AluYRc0	154
FLAM_C	AluYRc1	159
FLAM_C	AluYRc2	154
FLAM_C	AluYRd1	150
FLAM_C	AluYRd2	154
FLAM_C	AluYRd4	150
FLAM_C	AluYa5	150
FLAM_C	AluYa8	145
FLAM_C	AluYb8	159
FLAM_C	AluYb9	159
FLAM_C	AluYc	124
FLAM_C	AluYc3	120
FLAM_C	AluYd8	124
FLAM_C	AluYe5	159
FLAM_C	AluYe6	159
FLAM_C	AluYg6	154
FLAM_C	AluYh9	145
FLAM_C	AluYk11	145
FLAM_C	AluYk12	159
FLAM_C	AluYk4	159
FLAM_C	FAM	127
FLAM_C	FLAM_A	221
FLAM_C	FRAM	142
FLAM_C	SVA_C	93.3
FLAM_C	SVA_D	97.8
FLAM_C	SVA_E	102
FRAM	AluJb	287
FRAM	AluJo	305
FRAM	AluJr	309
FRAM	AluJr4	291
FRAM	AluSc	251
FRAM	AluSc5	238
FRAM	AluSc8	255
FRAM	AluSg	255
FRAM	AluSg4	255
FRAM	AluSg7	238
FRAM	AluSp	231
FRAM	AluSq	235
FRAM	AluSq10	86.0
FRAM	AluSq2	235
FRAM	AluSq4	226
FRAM	AluSx	255
FRAM	AluSx1	251
FRAM	AluSx3	260
FRAM	AluSx4	255
FRAM	AluSz	255
FRAM	AluSz6	246
FRAM	AluY	242
FRAM	AluYRa1	229
FRAM	AluYRa2	233
FRAM	AluYRa3	220
FRAM	AluYRa4	225
FRAM	AluYRb1	233
FRAM	AluYRb2	220
FRAM	AluYRb3	233
FRAM	AluYRc0	238
FRAM	AluYRc1	215
FRAM	AluYRc2	220
FRAM	AluYRd1	220
FRAM	AluYRd2	215
FRAM	AluYRd4	220
FRAM	AluYa5	228
FRAM	AluYa8	224
FRAM	AluYb8	206
FRAM	AluYb9	206
FRAM	AluYc	246
FRAM	AluYc3	240
FRAM	AluYd8	224
FRAM	AluYe5	228
FRAM	AluYe6	224
FRAM	AluYg6	228
FRAM	AluYh9	228
FRAM	AluYk11	214
FRAM	AluYk12	210
FRAM	AluYk4	228
FRAM	FAM	259
FRAM	FLAM_A	178
FRAM	FLAM_C	142
FordPrefect_a	FordPrefect	777
FordPrefect_a	MER115	88.7
FordPrefect_a	Zaphod	88.7
FordPrefect	FordPrefect_a	777
FordPrefect	MER115	88.7
FordPrefect	Zaphod	88.7
HAL1-2a_MD	HAL1-3A_ME	582
HAL1-3A_ME	HAL1-2a_MD	582
HAL1M8	HAL1	112
HAL1M8	HAL1ME	182
HAL1M8	HAL1b	401
HAL1ME	HAL1	1007
HAL1ME	HAL1M8	182
HAL1ME	HAL1b	364
HAL1b	HAL1	251
HAL1b	HAL1M8	401
HAL1b	HAL1ME	364
HAL1	HAL1M8	112
HAL1	HAL1ME	1007
HAL1	HAL1b	251
HERV-Fc1_LTR1	HERV-Fc1_LTR2	302
HERV-Fc1_LTR1	HERV-Fc1_LTR3	526
HERV-Fc1_LTR1	HERV-Fc2_LTR	78.8
HERV-Fc1_LTR1	MacERV6_LTR2b	61.7
HERV-Fc1_LTR2	HERV-Fc1_LTR1	302
HERV-Fc1_LTR2	HERV-Fc1_LTR3	509
HERV-Fc1_LTR2	HERV-Fc2_LTR	78.8
HERV-Fc1_LTR2	MacERV6_LTR2b	61.7
HERV-Fc1_LTR3	HERV-Fc1_LTR1	526
HERV-Fc1_LTR3	HERV-Fc1_LTR2	509
HERV-Fc1_LTR3	HERV-Fc2_LTR	78.8
HERV-Fc1_LTR3	MacERV6_LTR2b	61.7
HERV-Fc2_LTR	HERV-Fc1_LTR1	78.8
HERV-Fc2_LTR	HERV-Fc1_LTR2	78.8
HERV-Fc2_LTR	HERV-Fc1_LTR3	78.8
HERV-Fc2_LTR	MacERV6_LTR2b	57.2
HERV1_LTRa	HERV1_LTRb	488
HERV1_LTRa	HERV1_LTRc	157
HERV1_LTRa	HERV1_LTRd	158
HERV1_LTRb	HERV1_LTRa	488
HERV1_LTRb	HERV1_LTRc	182
HERV1_LTRc	HERV1_LTRa	157
HERV1_LTRc	HERV1_LTRb	182
HERV1_LTRc	HERV1_LTRd	190
HERV1_LTRc	LTR15	59.0
HERV1_LTRd	HERV1_LTRc	190
HERV1_LTRd	HERV1_LTRe	543
HERV1_LTRe	HERV1_LTRd	543
HERV1_LTRe	LTR15	111
Helitron1Na_Mam	Helitron1Nb_Mam	1236
Helitron1Nb_Mam	Helitron1Na_Mam	1236
Kanga11a	Kanga1	518
Kanga11a	Kanga1a	156
Kanga11a	Kanga1b	143
Kanga11a	Kanga1c	243
Kanga11a	Kanga1d	126
Kanga11a	MER104	119
Kanga1a	Kanga1	1078
Kanga1a	Kanga11a	156
Kanga1a	Kanga1b	679
Kanga1a	Kanga1c	240
Kanga1a	Kanga1d	809
Kanga1a	MER104	175
Kanga1b	Kanga1	670
Kanga1b	Kanga11a	143
Kanga1b	Kanga1a	679
Kanga1b	Kanga1c	231
Kanga1b	Kanga1d	674
Kanga1b	MER104	170
Kanga1c	Kanga1	1029
Kanga1c	Kanga11a	243
Kanga1c	Kanga1a	240
Kanga1c	Kanga1b	231
Kanga1c	Kanga1d	214
Kanga1c	MER104	177
Kanga1d	Kanga1	800
Kanga1d	Kanga11a	126
Kanga1d	Kanga1a	809
Kanga1d	Kanga1b	674
Kanga1d	Kanga1c	214
Kanga1d	MER104	170
Kanga1	Kanga11a	518
Kanga1	Kanga1a	1078
Kanga1	Kanga1b	670
Kanga1	Kanga1c	1029
Kanga1	Kanga1d	800
Kanga1	MER104	179
L2-1_AMi	L2	174
L2-1_AMi	L2-1_Crp	194
L2-1_AMi	L2-3_Crp	1202
L2-1_Crp	L2-1_AMi	194
L2-1_Crp	L2-3_Crp	410
L2-2_Mam	X24_LINE	104
L2-3_AMi	UCON49	373
L2-3_AMi	UCON86	267
L2-3_Crp	L2	251
L2-3_Crp	L2-1_AMi	1202
L2-3_Crp	L2-1_Crp	410
L2	L2-1_AMi	174
L2	L2-3_Crp	251
L3	CR1-11_Crp	142
L3	CR1-16_AMi	102
L3	CR1-3_Croc	739
L3	CR1-L3A_Croc	274
L3	CR1-L3B_Croc	206
L3	CR1_Mam	50.9
L3	MIR3	85.1
L3	Plat_L3	755
L3	X2_LINE	78.8
L3	X6A_LINE	49.1
L4_A_Mam	L4_B_Mam	4383
L4_A_Mam	L4_C_Mam	2169
L4_A_Mam	L5	33.7
L4_B_Mam	L4_A_Mam	4383
L4_B_Mam	L4_C_Mam	3840
L4_C_Mam	L4_A_Mam	2169
L4_C_Mam	L4_B_Mam	3840
L4_C_Mam	L5	56.3
L5	L4_B_Mam	29.2
LOR1-int	LTR19-int	791
LOR1-int	LTR23-int	836
LOR1-int	LTR25-int	471
LOR1-int	LTR38-int	496
LOR1-int	LTR39-int	1389
LOR1-int	LTR49-int	1952
LOR1-int	LTR57-int	905
LOR1-int	MER101-int	275
LOR1-int	MER21-int	821
LOR1-int	MER31-int	735
LOR1-int	MER34B-int	339
LOR1-int	MER4-int	1297
LOR1-int	MER41-int	1419
LOR1-int	MER49	87.8
LOR1-int	MER4B-int	994
LOR1-int	MER50-int	743
LOR1-int	MER51-int	1207
LOR1-int	MER57-int	569
LOR1-int	MER57A-int	652
LOR1-int	MER61-int	707
LOR1-int	MER65-int	473
LOR1-int	MER66-int	207
LOR1-int	MER83B-int	472
LOR1-int	PABL_A-int	857
LOR1a	LOR1b	746
LOR1b	LOR1a	746
LTR104_Mam	LTR88b	144
LTR108a_Mam	LTR108b_Mam	675
LTR108a_Mam	LTR108c_Mam	675
LTR108a_Mam	LTR108d_Mam	534
LTR108a_Mam	LTR108e_Mam	409
LTR108b_Mam	LTR108a_Mam	675
LTR108b_Mam	LTR108c_Mam	512
LTR108b_Mam	LTR108d_Mam	355
LTR108b_Mam	LTR108e_Mam	267
LTR108c_Mam	LTR108a_Mam	675
LTR108c_Mam	LTR108b_Mam	512
LTR108c_Mam	LTR108d_Mam	693
LTR108c_Mam	LTR108e_Mam	501
LTR108d_Mam	LTR108a_Mam	534
LTR108d_Mam	LTR108b_Mam	355
LTR108d_Mam	LTR108c_Mam	693
LTR108d_Mam	LTR108e_Mam	732
LTR108e_Mam	LTR108a_Mam	409
LTR108e_Mam	LTR108b_Mam	267
LTR108e_Mam	LTR108c_Mam	501
LTR108e_Mam	LTR108d_Mam	732
LTR109A2	MER57F	148
LTR10A	LTR10B2	154
LTR10A	LTR10C	87.8
LTR10A	LTR10E	163
LTR10A	LTR10F	315
LTR10B1	LTR10B	294
LTR10B1	LTR10B2	261
LTR10B1	LTR10E	205
LTR10B1	LTR10G	205
LTR10B2	LTR10A	154
LTR10B2	LTR10B	233
LTR10B2	LTR10B1	261
LTR10B2	LTR10D	153
LTR10B2	LTR10E	181
LTR10B2	LTR10F	106
LTR10B2	LTR10G	208
LTR10B	LTR10B1	294
LTR10B	LTR10B2	233
LTR10B	LTR10E	211
LTR10C	LTR10A	87.8
LTR10C	LTR10E	179
LTR10D	LTR10B2	153
LTR10E	LTR10A	163
LTR10E	LTR10B	211
LTR10E	LTR10B1	205
LTR10E	LTR10B2	181
LTR10E	LTR10C	179
LTR10E	LTR10F	115
LTR10F	LTR10A	315
LTR10F	LTR10B2	106
LTR10F	LTR10E	115
LTR10G	LTR10B1	205
LTR10G	LTR10B2	208
LTR12B	LTR12	925
LTR12B	LTR12C	755
LTR12B	LTR12D	798
LTR12B	LTR12E	716
LTR12B	LTR12F	478
LTR12B	LTR12_	1047
LTR12B	LTR30	83.3
LTR12C	LTR12	911
LTR12C	LTR12B	755
LTR12C	LTR12D	994
LTR12C	LTR12E	1656
LTR12C	LTR12F	302
LTR12C	LTR12_	839
LTR12C	LTR30	74.3
LTR12D	LTR12	1054
LTR12D	LTR12B	793
LTR12D	LTR12C	1013
LTR12D	LTR12E	911
LTR12D	LTR12F	394
LTR12D	LTR12_	935
LTR12E	LTR12	849
LTR12E	LTR12B	716
LTR12E	LTR12C	1656
LTR12E	LTR12D	911
LTR12E	LTR12F	350
LTR12E	LTR12_	732
LTR12E	LTR30	81.5
LTR12F	LTR12	492
LTR12F	LTR12B	478
LTR12F	LTR12C	302
LTR12F	LTR12D	394
LTR12F	LTR12E	350
LTR12F	LTR12_	462
LTR12F	LTR30	83.3
LTR12_	LTR12	1073
LTR12_	LTR12B	1047
LTR12_	LTR12C	839
LTR12_	LTR12D	935
LTR12_	LTR12E	732
LTR12_	LTR12F	462
LTR12_	LTR30	83.3
LTR12	LTR12B	925
LTR12	LTR12C	911
LTR12	LTR12D	1054
LTR12	LTR12E	849
LTR12	LTR12F	492
LTR12	LTR12_	1073
LTR12	LTR30	83.3
LTR13A	LTR13	600
LTR13A	LTR13_	678
LTR13_	LTR13	1594
LTR13_	LTR13A	678
LTR13	LTR13A	570
LTR13	LTR13_	1594
LTR14A	LTR14B	302
LTR14B	LTR14A	302
LTR14C	LTR14	68.0
LTR14	LTR14C	68.0
LTR15	HERV1_LTRc	59.0
LTR15	HERV1_LTRe	111
LTR16A1	LTR16A	241
LTR16A1	LTR16A2	310
LTR16A2	LTR16A1	310
LTR16A	ERV3-16A3_LTR	170
LTR16A	LTR16	483
LTR16A	LTR16A1	241
LTR16B1	ERV3-16A3_LTR	307
LTR16B1	LTR16B	627
LTR16B1	LTR16B2	518
LTR16B2	ERV3-16A3_LTR	162
LTR16B2	LTR16B	660
LTR16B2	LTR16B1	518
LTR16B	ERV3-16A3_LTR	209
LTR16B	LTR16B1	627
LTR16B	LTR16B2	660
LTR16C	LTR16A	62.6
LTR16C	LTR16E1	305
LTR16C	LTR16E2	209
LTR16D1	LTR16D	555
LTR16D1	LTR16D2	761
LTR16D1	LTR16E2	71.6
LTR16D2	LTR16D	564
LTR16D2	LTR16D1	761
LTR16D2	LTR16E2	75.2
LTR16D	LTR16D1	555
LTR16D	LTR16D2	564
LTR16D	LTR16E2	132
LTR16E1	LTR16	48.2
LTR16E1	LTR16A	58.1
LTR16E1	LTR16C	305
LTR16E1	LTR16E2	434
LTR16E2	LTR16A	51.8
LTR16E2	LTR16C	209
LTR16E2	LTR16D	132
LTR16E2	LTR16E1	434
LTR16	ERV3-16A3_LTR	91.5
LTR16	LTR16A	483
LTR16	LTR16E1	48.2
LTR17_Cerc	LTR17	1283
LTR17	LTR17_Cerc	1283
LTR18A	LTR18B	127
LTR18A	LTR18C	93.3
LTR18B	LTR18A	127
LTR18B	LTR18C	124
LTR18C	LTR18A	93.3
LTR18C	LTR18B	124
LTR19-int	LOR1-int	791
LTR19-int	LTR25-int	767
LTR19-int	LTR37-int	92.4
LTR19-int	LTR39-int	506
LTR19-int	LTR46-int	61.7
LTR19-int	LTR49-int	951
LTR19-int	MER101-int	178
LTR19-int	MER31-int	347
LTR19-int	MER34B-int	181
LTR19-int	MER4-int	1594
LTR19-int	MER41-int	1665
LTR19-int	MER4B-int	114
LTR19-int	MER50-int	1654
LTR19-int	MER51-int	590
LTR19-int	MER52-int	73.4
LTR19-int	MER57-int	519
LTR19-int	MER61-int	1087
LTR19-int	MER66-int	118
LTR19-int	MER83B-int	216
LTR19-int	MER92-int	190
LTR19-int	PABL_A-int	3433
LTR19A	LTR19B	233
LTR19B	LTR19A	233
LTR19C	LTR19B	282
LTR1A1	LTR1	1148
LTR1A1	LTR1A2	957
LTR1A1	LTR1B	597
LTR1A1	LTR1B0	419
LTR1A1	LTR1B1	770
LTR1A1	LTR1C1	85.1
LTR1A1	LTR1D	124
LTR1A1	LTR1D1	187
LTR1A1	LTR1E	317
LTR1A1	LTR1F	370
LTR1A1	LTR1F1	351
LTR1A1	LTR1F2	337
LTR1A2	LTR1	1158
LTR1A2	LTR1A1	957
LTR1A2	LTR1B	327
LTR1A2	LTR1B0	224
LTR1A2	LTR1B1	489
LTR1A2	LTR1E	184
LTR1A2	LTR1F1	116
LTR1A2	LTR1F2	170
LTR1B0	LTR1	328
LTR1B0	LTR1A1	419
LTR1B0	LTR1A2	224
LTR1B0	LTR1B	1017
LTR1B0	LTR1B1	783
LTR1B0	LTR1D	244
LTR1B0	LTR1D1	315
LTR1B0	LTR1E	426
LTR1B0	LTR1F	747
LTR1B0	LTR1F1	823
LTR1B0	LTR1F2	544
LTR1B1	LTR1	606
LTR1B1	LTR1A1	770
LTR1B1	LTR1A2	489
LTR1B1	LTR1B	1053
LTR1B1	LTR1B0	783
LTR1B1	LTR1D	265
LTR1B1	LTR1D1	317
LTR1B1	LTR1E	419
LTR1B1	LTR1F	606
LTR1B1	LTR1F1	664
LTR1B1	LTR1F2	471
LTR1B	LTR1	431
LTR1B	LTR1A1	597
LTR1B	LTR1A2	327
LTR1B	LTR1B0	1017
LTR1B	LTR1B1	1053
LTR1B	LTR1D	335
LTR1B	LTR1D1	411
LTR1B	LTR1E	563
LTR1B	LTR1F	862
LTR1B	LTR1F1	929
LTR1B	LTR1F2	640
LTR1C1	LTR1A1	85.1
LTR1C1	LTR1C	567
LTR1C1	LTR1C3	547
LTR1C1	LTR1D	224
LTR1C1	LTR1D1	226
LTR1C1	LTR1E	250
LTR1C1	LTR1F	216
LTR1C1	LTR1F1	221
LTR1C1	LTR1F2	257
LTR1C1	LTR28B	126
LTR1C3	LTR1C	656
LTR1C3	LTR1C1	547
LTR1C3	LTR1D	203
LTR1C3	LTR1D1	215
LTR1C3	LTR1E	306
LTR1C3	LTR28B	130
LTR1C	LTR1C1	567
LTR1C	LTR1C3	656
LTR1C	LTR1D	224
LTR1C	LTR1D1	241
LTR1C	LTR1E	368
LTR1C	LTR1F	307
LTR1C	LTR1F1	257
LTR1C	LTR1F2	321
LTR1D1	LTR1A1	187
LTR1D1	LTR1B	411
LTR1D1	LTR1B0	315
LTR1D1	LTR1B1	317
LTR1D1	LTR1C	241
LTR1D1	LTR1C1	226
LTR1D1	LTR1C3	215
LTR1D1	LTR1D	1303
LTR1D1	LTR1E	861
LTR1D1	LTR1F	394
LTR1D1	LTR1F1	304
LTR1D1	LTR1F2	472
LTR1D1	LTR28	205
LTR1D1	LTR28B	478
LTR1D	LTR1A1	124
LTR1D	LTR1B	335
LTR1D	LTR1B0	244
LTR1D	LTR1B1	265
LTR1D	LTR1C	224
LTR1D	LTR1C1	224
LTR1D	LTR1C3	203
LTR1D	LTR1D1	1303
LTR1D	LTR1E	717
LTR1D	LTR1F	310
LTR1D	LTR1F1	231
LTR1D	LTR1F2	384
LTR1D	LTR27	85.1
LTR1D	LTR2752	80.6
LTR1D	LTR27B	88.7
LTR1D	LTR28	297
LTR1D	LTR28B	702
LTR1D	MER52A	73.4
LTR1D	MER52D	51.8
LTR1E	LTR1	256
LTR1E	LTR1A1	317
LTR1E	LTR1A2	184
LTR1E	LTR1B	563
LTR1E	LTR1B0	426
LTR1E	LTR1B1	419
LTR1E	LTR1C	368
LTR1E	LTR1C1	250
LTR1E	LTR1C3	306
LTR1E	LTR1D	717
LTR1E	LTR1D1	861
LTR1E	LTR1F	641
LTR1E	LTR1F1	528
LTR1E	LTR1F2	813
LTR1E	LTR28B	275
LTR1F1	LTR1	225
LTR1F1	LTR1A1	351
LTR1F1	LTR1A2	116
LTR1F1	LTR1B	929
LTR1F1	LTR1B0	823
LTR1F1	LTR1B1	664
LTR1F1	LTR1C	257
LTR1F1	LTR1C1	221
LTR1F1	LTR1D	231
LTR1F1	LTR1D1	304
LTR1F1	LTR1E	528
LTR1F1	LTR1F	1124
LTR1F1	LTR1F2	847
LTR1F2	LTR1	233
LTR1F2	LTR1A1	337
LTR1F2	LTR1A2	170
LTR1F2	LTR1B	640
LTR1F2	LTR1B0	544
LTR1F2	LTR1B1	471
LTR1F2	LTR1C	321
LTR1F2	LTR1C1	257
LTR1F2	LTR1D	384
LTR1F2	LTR1D1	472
LTR1F2	LTR1E	813
LTR1F2	LTR1F	1070
LTR1F2	LTR1F1	847
LTR1F	LTR1	250
LTR1F	LTR1A1	370
LTR1F	LTR1B	862
LTR1F	LTR1B0	747
LTR1F	LTR1B1	606
LTR1F	LTR1C	307
LTR1F	LTR1C1	216
LTR1F	LTR1D	310
LTR1F	LTR1D1	394
LTR1F	LTR1E	641
LTR1F	LTR1F1	1124
LTR1F	LTR1F2	1070
LTR1F	LTR27B	57.2
LTR1	LTR1A1	1148
LTR1	LTR1A2	1158
LTR1	LTR1B	431
LTR1	LTR1B0	328
LTR1	LTR1B1	606
