"","uniqueID","mark","family","family.count_200bp","subfamily","node","subfamily.count_200bp","intersect.count","intersect.count_200bp","subfamily.color","pvalue","mean.value","sd.value","log2FC","perC"
"1989","Taka_72hr_K27ac_r1 LTR5_Hs LTR5_Hs_g12","Taka_72hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g12","Node7/99",10,0,0,"#DCA4C6",2,0.12,0.326598632371091,-0.16349873228288,0
"1990","Taka_72hr_K27ac_r1 LTR5_Hs LTR5_Hs_g2","Taka_72hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g2","Node14/100",60,1,1,"#6ADC97",1.26,0.97,0.947671255278331,0.0218043703183483,0.0166666666666667
"1991","Taka_72hr_K27ac_r1 LTR5_Hs LTR5_Hs_g3","Taka_72hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g3","Node15/96",53,2,2,"#DB6BC6",0.7,1.07,1.0372360318937,0.535331732996555,0.0377358490566038
"1992","Taka_72hr_K27ac_r1 LTR5_Hs LTR5_Hs_g4","Taka_72hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g4","Node163/97",39,1,1,"#7FDED9",0.76,0.49,0.731609544260136,0.424687669312563,0.0256410256410256
"1993","Taka_72hr_K27ac_r1 LTR5_Hs LTR5_Hs_g5","Taka_72hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g5","Node173/96",36,0,0,"#88AACF",2,0.87,0.860526031276829,-0.903038270112912,0
"1994","Taka_72hr_K27ac_r1 LTR5_Hs LTR5_Hs_g6","Taka_72hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g6","Node174/98",29,0,0,"#B745E2",2,0.52,0.717459040466754,-0.604071323668861,0
"1995","Taka_72hr_K27ac_r1 LTR5_Hs LTR5_Hs_g7","Taka_72hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g7","Node10/99",26,1,1,"#7BE94E",0.62,0.35,0.575159178669766,0.567040592723894,0.0384615384615385
"1996","Taka_72hr_K27ac_r1 LTR5_Hs LTR5_Hs_g8","Taka_72hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g8","Node5/99",24,1,1,"#D6D4CD",0.42,0.22,0.439926531974776,0.713118852211838,0.0416666666666667
"1997","Taka_72hr_K27ac_r1 LTR5_Hs LTR5_Hs_g9","Taka_72hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g9","Node12/96",23,4,4,"#D4DF64",0,0.46,0.626357112455213,1.77595972578207,0.173913043478261
"1998","Taka_72hr_K27ac_r1 LTR5_Hs LTR5_Hs_U","Taka_72hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_U","Ungrouped",21,1,1,"black",0.68,0.4,0.603022689155527,0.514573172829758,0.0476190476190476
"1999","Taka_72hr_K27ac_r1 LTR5A LTR5A_g1","Taka_72hr_K27ac_r1","LTR5A",253,"LTR5A_g1","Node1/",148,0,0,"#D1CECB",2,1.97,1.40313501801782,-1.57046293102604,0
"2000","Taka_72hr_K27ac_r1 LTR5A LTR5A_g2","Taka_72hr_K27ac_r1","LTR5A",253,"LTR5A_g2","Node34/99",35,0,0,"#DC7E79",2,0.32,0.529531906880067,-0.400537929583729,0
"2001","Taka_72hr_K27ac_r1 LTR5A LTR5A_g3","Taka_72hr_K27ac_r1","LTR5A",253,"LTR5A_g3","Node9/100",20,0,0,"#84DCCB",2,0.42,0.571724310195646,-0.505890929729957,0
"2002","Taka_72hr_K27ac_r1 LTR5A LTR5A_g4","Taka_72hr_K27ac_r1","LTR5A",253,"LTR5A_g4","Node48/99",14,0,0,"#D5D077",2,0.32,0.529531906880067,-0.400537929583729,0
"2003","Taka_72hr_K27ac_r1 LTR5A LTR5A_g5","Taka_72hr_K27ac_r1","LTR5A",253,"LTR5A_g5","Node3/97",13,0,0,"#A79BD5",2,0.22,0.439926531974776,-0.286881147788162,0
"2004","Taka_72hr_K27ac_r1 LTR5A LTR5A_g6","Taka_72hr_K27ac_r1","LTR5A",253,"LTR5A_g6","Node61/100",10,0,0,"#BE5AD6",2,0.23,0.422952584681651,-0.298658315564515,0
"2005","Taka_72hr_K27ac_r1 LTR5A LTR5A_U","Taka_72hr_K27ac_r1","LTR5A",253,"LTR5A_U","Ungrouped",13,0,0,"black",2,0.29,0.537389875963326,-0.36737106564853,0
"2006","Taka_72hr_K27ac_r1 LTR5B LTR5B_g1","Taka_72hr_K27ac_r1","LTR5B",375,"LTR5B_g1","Node1/",68,1,1,"#D87DC9",1.32,0.99,0.893240610294219,0.00723156923107573,0.0147058823529412
"2007","Taka_72hr_K27ac_r1 LTR5B LTR5B_g10","Taka_72hr_K27ac_r1","LTR5B",375,"LTR5B_g10","Node89/100",15,1,1,"#8494D8",0.54,0.27,0.446196043338474,0.655171503002559,0.0666666666666667
"2008","Taka_72hr_K27ac_r1 LTR5B LTR5B_g2","Taka_72hr_K27ac_r1","LTR5B",375,"LTR5B_g2","Node54/100",55,0,0,"#D5A162",2,0.72,0.805034662657955,-0.782408564927373,0
"2009","Taka_72hr_K27ac_r1 LTR5B LTR5B_g3","Taka_72hr_K27ac_r1","LTR5B",375,"LTR5B_g3","Node11/96",42,1,1,"#81E557",0.76,0.48,0.703239258393226,0.434402824145775,0.0238095238095238
"2010","Taka_72hr_K27ac_r1 LTR5B LTR5B_g4","Taka_72hr_K27ac_r1","LTR5B",375,"LTR5B_g4","Node97/99",31,1,1,"#CEDCB2",1.3,0.98,0.909878446760218,0.0144995696951152,0.032258064516129
"2011","Taka_72hr_K27ac_r1 LTR5B LTR5B_g5","Taka_72hr_K27ac_r1","LTR5B",375,"LTR5B_g5","Node63/97",30,0,0,"#D8DF6A",2,0.51,0.674124947205223,-0.594548549550354,0
"2012","Taka_72hr_K27ac_r1 LTR5B LTR5B_g6","Taka_72hr_K27ac_r1","LTR5B",375,"LTR5B_g6","Node98/98",30,0,0,"#D4BCCD",2,0.56,0.769625384406747,-0.641546029087524,0
"2013","Taka_72hr_K27ac_r1 LTR5B LTR5B_g7","Taka_72hr_K27ac_r1","LTR5B",375,"LTR5B_g7","Node111/99",21,0,0,"#DC6B6D",2,0.49,0.674124947205222,-0.575312330687437,0
"2014","Taka_72hr_K27ac_r1 LTR5B LTR5B_g8","Taka_72hr_K27ac_r1","LTR5B",375,"LTR5B_g8","Node57/100",21,0,0,"#74E0A9",2,0.49,0.674124947205222,-0.575312330687437,0
"2015","Taka_72hr_K27ac_r1 LTR5B LTR5B_g9","Taka_72hr_K27ac_r1","LTR5B",375,"LTR5B_g9","Node50/98",20,1,1,"#B150DC",0.5,0.28,0.514045157785212,0.643856189774725,0.05
"2016","Taka_72hr_K27ac_r1 LTR5B LTR5B_U","Taka_72hr_K27ac_r1","LTR5B",375,"LTR5B_U","Ungrouped",42,1,1,"black",1.06,0.79,0.902241876682968,0.160040412510468,0.0238095238095238
"2017","Taka_72hr_K27ac_r2 LTR5 LTR5_g0","Taka_72hr_K27ac_r2","LTR5",5,"LTR5_g0","-",5,0,0,"-",2,0.14,0.348735088019777,-0.189033824390017,0
"2018","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_g1","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g1","Node16/100",258,4,4,"#D5A263",1.38,4.63,2.03829498960442,-0.171206827418142,0.0155038759689922
"2019","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_g10","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g10","Node199/96",15,1,1,"#C6DDA4",0.3,0.17,0.427702341505507,0.77349147019132,0.0666666666666667
"2020","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_g11","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g11","Node122/99",10,0,0,"#DA605C",2,0.15,0.385992097056273,-0.20163386116965,0
"2021","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_g12","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g12","Node7/99",10,0,0,"#DCA4C6",2,0.2,0.402015126103685,-0.263034405833794,0
"2022","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_g2","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g2","Node14/100",60,1,1,"#6ADC97",1.48,1.3,1.07778298447144,-0.20163386116965,0.0166666666666667
"2023","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_g3","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g3","Node15/96",53,1,1,"#DB6BC6",1.5,1.41,1.17288386708001,-0.269033146455237,0.0188679245283019
"2024","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_g4","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g4","Node163/97",39,0,0,"#7FDED9",2,0.59,0.753376239057058,-0.66902676550963,0
"2025","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_g5","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g5","Node173/96",36,1,1,"#88AACF",1.04,0.77,1.01359446396167,0.176250639691727,0.0277777777777778
"2026","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_g6","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g6","Node174/98",29,1,1,"#B745E2",0.98,0.62,0.749140922131558,0.3040061868901,0.0344827586206897
"2027","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_g7","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g7","Node10/99",26,0,0,"#7BE94E",2,0.41,0.637149586800146,-0.495695162624069,0
"2028","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_g8","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g8","Node5/99",24,1,1,"#D6D4CD",0.38,0.23,0.509604719068583,0.701341684435485,0.0416666666666667
"2029","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_g9","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g9","Node12/96",23,6,6,"#D4DF64",0,0.59,0.726065917924618,2.13832815654797,0.260869565217391
"2030","Taka_72hr_K27ac_r2 LTR5_Hs LTR5_Hs_U","Taka_72hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_U","Ungrouped",21,1,1,"black",0.7,0.41,0.604611904907235,0.504304837375931,0.0476190476190476
"2031","Taka_72hr_K27ac_r2 LTR5A LTR5A_g1","Taka_72hr_K27ac_r2","LTR5A",253,"LTR5A_g1","Node1/",148,0,0,"#D1CECB",2,2.32,1.61982665240401,-1.7311832415722,0
"2032","Taka_72hr_K27ac_r2 LTR5A LTR5A_g2","Taka_72hr_K27ac_r2","LTR5A",253,"LTR5A_g2","Node34/99",35,0,0,"#DC7E79",2,0.55,0.78334945180064,-0.632268215499513,0
"2033","Taka_72hr_K27ac_r2 LTR5A LTR5A_g3","Taka_72hr_K27ac_r2","LTR5A",253,"LTR5A_g3","Node9/100",20,0,0,"#84DCCB",2,0.68,0.789834402794906,-0.748461233004036,0
"2034","Taka_72hr_K27ac_r2 LTR5A LTR5A_g4","Taka_72hr_K27ac_r2","LTR5A",253,"LTR5A_g4","Node48/99",14,0,0,"#D5D077",2,0.37,0.61389631605727,-0.454175893185802,0
"2035","Taka_72hr_K27ac_r2 LTR5A LTR5A_g5","Taka_72hr_K27ac_r2","LTR5A",253,"LTR5A_g5","Node3/97",13,0,0,"#A79BD5",2,0.25,0.5,-0.321928094887362,0
"2036","Taka_72hr_K27ac_r2 LTR5A LTR5A_g6","Taka_72hr_K27ac_r2","LTR5A",253,"LTR5A_g6","Node61/100",10,0,0,"#BE5AD6",2,0.25,0.538891492235719,-0.321928094887362,0
"2037","Taka_72hr_K27ac_r2 LTR5A LTR5A_U","Taka_72hr_K27ac_r2","LTR5A",253,"LTR5A_U","Ungrouped",13,0,0,"black",2,0.3,0.522232967867093,-0.37851162325373,0
"2038","Taka_72hr_K27ac_r2 LTR5B LTR5B_g1","Taka_72hr_K27ac_r2","LTR5B",375,"LTR5B_g1","Node1/",68,0,0,"#D87DC9",2,1.29,1.24149632754718,-1.19534759832222,0
"2039","Taka_72hr_K27ac_r2 LTR5B LTR5B_g10","Taka_72hr_K27ac_r2","LTR5B",375,"LTR5B_g10","Node89/100",15,1,1,"#8494D8",0.54,0.29,0.498381217928443,0.63262893435147,0.0666666666666667
"2040","Taka_72hr_K27ac_r2 LTR5B LTR5B_g2","Taka_72hr_K27ac_r2","LTR5B",375,"LTR5B_g2","Node54/100",55,0,0,"#D5A162",2,1.08,1.00181653192407,-1.05658352836637,0
"2041","Taka_72hr_K27ac_r2 LTR5B LTR5B_g3","Taka_72hr_K27ac_r2","LTR5B",375,"LTR5B_g3","Node11/96",42,1,1,"#81E557",0.96,0.71,0.868005958179057,0.226003674888827,0.0238095238095238
"2042","Taka_72hr_K27ac_r2 LTR5B LTR5B_g4","Taka_72hr_K27ac_r2","LTR5B",375,"LTR5B_g4","Node97/99",31,3,3,"#CEDCB2",0.26,1.33,1.11060089295586,0.779670045120444,0.0967741935483871
"2043","Taka_72hr_K27ac_r2 LTR5B LTR5B_g5","Taka_72hr_K27ac_r2","LTR5B",375,"LTR5B_g5","Node63/97",30,0,0,"#D8DF6A",2,0.52,0.771722460186016,-0.604071323668861,0
"2044","Taka_72hr_K27ac_r2 LTR5B LTR5B_g6","Taka_72hr_K27ac_r2","LTR5B",375,"LTR5B_g6","Node98/98",30,2,2,"#D4BCCD",0.38,0.87,0.872185227292386,0.681924230608244,0.0666666666666667
"2045","Taka_72hr_K27ac_r2 LTR5B LTR5B_g7","Taka_72hr_K27ac_r2","LTR5B",375,"LTR5B_g7","Node111/99",21,0,0,"#DC6B6D",2,0.56,0.769625384406747,-0.641546029087524,0
"2046","Taka_72hr_K27ac_r2 LTR5B LTR5B_g8","Taka_72hr_K27ac_r2","LTR5B",375,"LTR5B_g8","Node57/100",21,0,0,"#74E0A9",2,0.56,0.700937323384289,-0.641546029087524,0
"2047","Taka_72hr_K27ac_r2 LTR5B LTR5B_g9","Taka_72hr_K27ac_r2","LTR5B",375,"LTR5B_g9","Node50/98",20,0,0,"#B150DC",2,0.28,0.494004457510662,-0.356143810225275,0
"2048","Taka_72hr_K27ac_r2 LTR5B LTR5B_U","Taka_72hr_K27ac_r2","LTR5B",375,"LTR5B_U","Ungrouped",42,2,2,"black",0.52,0.96,0.898033766884434,0.614108846380673,0.0476190476190476
"2049","Taka_7TP_0hr_ATAC_r1 LTR5 LTR5_g0","Taka_7TP_0hr_ATAC_r1","LTR5",5,"LTR5_g0","-",5,0,0,"-",2,0.08,0.272659924344291,-0.111031312388744,0
"2050","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_g1","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g1","Node16/100",258,4,4,"#D5A263",1.46,4.9,2.32465920169826,-0.238786859587117,0.0155038759689922
"2051","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_g10","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g10","Node199/96",15,0,0,"#C6DDA4",2,0.24,0.494821669744248,-0.31034012061215,0
"2052","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_g11","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g11","Node122/99",10,2,2,"#DA605C",0.02,0.2,0.42640143271122,1.32192809488736,0.2
"2053","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_g12","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g12","Node7/99",10,0,0,"#DCA4C6",2,0.2,0.426401432711221,-0.263034405833794,0
"2054","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_g2","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g2","Node14/100",60,2,2,"#6ADC97",0.62,1.1,1.05887304300946,0.514573172829758,0.0333333333333333
"2055","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_g3","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g3","Node15/96",53,2,2,"#DB6BC6",0.74,1.33,1.02548337949289,0.364632545841601,0.0377358490566038
"2056","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_g4","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g4","Node163/97",39,0,0,"#7FDED9",2,0.41,0.637149586800145,-0.495695162624069,0
"2057","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_g5","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g5","Node173/96",36,1,1,"#88AACF",1.22,0.85,0.845367650579595,0.112474729258412,0.0277777777777778
"2058","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_g6","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g6","Node174/98",29,0,0,"#B745E2",2,0.66,0.781348226148272,-0.7311832415722,0
"2059","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_g7","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g7","Node10/99",26,6,6,"#7BE94E",0,0.39,0.584220105194208,2.33227003910882,0.230769230769231
"2060","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_g8","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g8","Node5/99",24,6,6,"#D6D4CD",0,0.27,0.529054808029367,2.46252642506016,0.25
"2061","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_g9","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g9","Node12/96",23,3,3,"#D4DF64",0,0.28,0.514045157785212,1.64385618977472,0.130434782608696
"2062","Taka_7TP_0hr_ATAC_r1 LTR5_Hs LTR5_Hs_U","Taka_7TP_0hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_U","Ungrouped",21,4,4,"black",0,0.53,0.809726228830811,1.70839644196944,0.19047619047619
"2063","Taka_7TP_0hr_ATAC_r1 LTR5A LTR5A_g1","Taka_7TP_0hr_ATAC_r1","LTR5A",253,"LTR5A_g1","Node1/",148,0,0,"#D1CECB",2,2.14,1.47723465374402,-1.6507645591169,0
"2064","Taka_7TP_0hr_ATAC_r1 LTR5A LTR5A_g2","Taka_7TP_0hr_ATAC_r1","LTR5A",253,"LTR5A_g2","Node34/99",35,0,0,"#DC7E79",2,0.79,0.844411216783803,-0.839959587489532,0
"2065","Taka_7TP_0hr_ATAC_r1 LTR5A LTR5A_g3","Taka_7TP_0hr_ATAC_r1","LTR5A",253,"LTR5A_g3","Node9/100",20,0,0,"#84DCCB",2,0.63,0.774009631135756,-0.704871964456353,0
"2066","Taka_7TP_0hr_ATAC_r1 LTR5A LTR5A_g4","Taka_7TP_0hr_ATAC_r1","LTR5A",253,"LTR5A_g4","Node48/99",14,0,0,"#D5D077",2,0.45,0.609271795844943,-0.53605290024021,0
"2067","Taka_7TP_0hr_ATAC_r1 LTR5A LTR5A_g5","Taka_7TP_0hr_ATAC_r1","LTR5A",253,"LTR5A_g5","Node3/97",13,0,0,"#A79BD5",2,0.35,0.609271795844942,-0.432959407276106,0
"2068","Taka_7TP_0hr_ATAC_r1 LTR5A LTR5A_g6","Taka_7TP_0hr_ATAC_r1","LTR5A",253,"LTR5A_g6","Node61/100",10,0,0,"#BE5AD6",2,0.38,0.647918189124198,-0.464668267003444,0
"2069","Taka_7TP_0hr_ATAC_r1 LTR5A LTR5A_U","Taka_7TP_0hr_ATAC_r1","LTR5A",253,"LTR5A_U","Ungrouped",13,0,0,"black",2,0.25,0.457816513022367,-0.321928094887362,0
"2070","Taka_7TP_0hr_ATAC_r1 LTR5B LTR5B_g1","Taka_7TP_0hr_ATAC_r1","LTR5B",375,"LTR5B_g1","Node1/",68,0,0,"#D87DC9",2,1.31,1.16943394750441,-1.20789285164133,0
"2071","Taka_7TP_0hr_ATAC_r1 LTR5B LTR5B_g10","Taka_7TP_0hr_ATAC_r1","LTR5B",375,"LTR5B_g10","Node89/100",15,0,0,"#8494D8",2,0.3,0.522232967867093,-0.37851162325373,0
"2072","Taka_7TP_0hr_ATAC_r1 LTR5B LTR5B_g2","Taka_7TP_0hr_ATAC_r1","LTR5B",375,"LTR5B_g2","Node54/100",55,0,0,"#D5A162",2,0.9,0.870388279778489,-0.925999418556223,0
"2073","Taka_7TP_0hr_ATAC_r1 LTR5B LTR5B_g3","Taka_7TP_0hr_ATAC_r1","LTR5B",375,"LTR5B_g3","Node11/96",42,0,0,"#81E557",2,0.57,0.685418105828829,-0.650764559116902,0
"2074","Taka_7TP_0hr_ATAC_r1 LTR5B LTR5B_g4","Taka_7TP_0hr_ATAC_r1","LTR5B",375,"LTR5B_g4","Node97/99",31,2,2,"#CEDCB2",0.3,0.77,0.789514618821801,0.761213140412883,0.0645161290322581
"2075","Taka_7TP_0hr_ATAC_r1 LTR5B LTR5B_g5","Taka_7TP_0hr_ATAC_r1","LTR5B",375,"LTR5B_g5","Node63/97",30,0,0,"#D8DF6A",2,0.62,0.813770374382247,-0.6959938131099,0
"2076","Taka_7TP_0hr_ATAC_r1 LTR5B LTR5B_g6","Taka_7TP_0hr_ATAC_r1","LTR5B",375,"LTR5B_g6","Node98/98",30,0,0,"#D4BCCD",2,0.67,0.779212241415468,-0.739848102699327,0
"2077","Taka_7TP_0hr_ATAC_r1 LTR5B LTR5B_g7","Taka_7TP_0hr_ATAC_r1","LTR5B",375,"LTR5B_g7","Node111/99",21,0,0,"#DC6B6D",2,0.66,0.755050336137274,-0.7311832415722,0
"2078","Taka_7TP_0hr_ATAC_r1 LTR5B LTR5B_g8","Taka_7TP_0hr_ATAC_r1","LTR5B",375,"LTR5B_g8","Node57/100",21,1,1,"#74E0A9",0.84,0.5,0.643538199442282,0.415037499278844,0.0476190476190476
"2079","Taka_7TP_0hr_ATAC_r1 LTR5B LTR5B_g9","Taka_7TP_0hr_ATAC_r1","LTR5B",375,"LTR5B_g9","Node50/98",20,0,0,"#B150DC",2,0.44,0.608359277155375,-0.526068811667588,0
"2080","Taka_7TP_0hr_ATAC_r1 LTR5B LTR5B_U","Taka_7TP_0hr_ATAC_r1","LTR5B",375,"LTR5B_U","Ungrouped",42,0,0,"black",2,0.67,0.99549490255355,-0.739848102699327,0
"2081","Taka_7TP_12hr_ATAC_r1 LTR5 LTR5_g0","Taka_7TP_12hr_ATAC_r1","LTR5",5,"LTR5_g0","-",5,0,0,"-",2,0.09,0.287623491264661,-0.124328135002202,0
"2082","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_g1","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g1","Node16/100",258,9,9,"#D5A263",0.02,3.25,1.93518719894213,1.23446525363702,0.0348837209302326
"2083","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_g10","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g10","Node199/96",15,0,0,"#C6DDA4",2,0.12,0.326598632371091,-0.16349873228288,0
"2084","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_g11","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g11","Node122/99",10,1,1,"#DA605C",0.3,0.15,0.358870281282637,0.79836613883035,0.1
"2085","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_g12","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g12","Node7/99",10,1,1,"#DCA4C6",0.36,0.18,0.38612291966537,0.761213140412884,0.1
"2086","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_g2","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g2","Node14/100",60,2,2,"#6ADC97",0.26,0.63,0.799684281135343,0.880090536264803,0.0333333333333333
"2087","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_g3","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g3","Node15/96",53,2,2,"#DB6BC6",0.32,0.92,0.981443999030166,0.643856189774725,0.0377358490566038
"2088","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_g4","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g4","Node163/97",39,0,0,"#7FDED9",2,0.38,0.599326221011495,-0.464668267003444,0
"2089","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_g5","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g5","Node173/96",36,1,1,"#88AACF",1.04,0.6,0.651338947278929,0.321928094887362,0.0277777777777778
"2090","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_g6","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g6","Node174/98",29,0,0,"#B745E2",2,0.46,0.626357112455213,-0.545968369105293,0
"2091","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_g7","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g7","Node10/99",26,3,3,"#7BE94E",0,0.24,0.429234695990928,1.68965987938785,0.115384615384615
"2092","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_g8","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g8","Node5/99",24,3,3,"#D6D4CD",0,0.14,0.348735088019777,1.81096617560998,0.125
"2093","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_g9","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_g9","Node12/96",23,1,1,"#D4DF64",0.44,0.29,0.591095541679972,0.63262893435147,0.0434782608695652
"2094","Taka_7TP_12hr_ATAC_r1 LTR5_Hs LTR5_Hs_U","Taka_7TP_12hr_ATAC_r1","LTR5_Hs",604,"LTR5_Hs_U","Ungrouped",21,4,4,"black",0,0.25,0.457816513022367,2,0.19047619047619
"2095","Taka_7TP_12hr_ATAC_r1 LTR5A LTR5A_g1","Taka_7TP_12hr_ATAC_r1","LTR5A",253,"LTR5A_g1","Node1/",148,0,0,"#D1CECB",2,1.82,1.35124334812741,-1.49569516262407,0
"2096","Taka_7TP_12hr_ATAC_r1 LTR5A LTR5A_g2","Taka_7TP_12hr_ATAC_r1","LTR5A",253,"LTR5A_g2","Node34/99",35,0,0,"#DC7E79",2,0.39,0.737111479583199,-0.475084882948783,0
"2097","Taka_7TP_12hr_ATAC_r1 LTR5A LTR5A_g3","Taka_7TP_12hr_ATAC_r1","LTR5A",253,"LTR5A_g3","Node9/100",20,0,0,"#84DCCB",2,0.38,0.615949624071595,-0.464668267003444,0
"2098","Taka_7TP_12hr_ATAC_r1 LTR5A LTR5A_g4","Taka_7TP_12hr_ATAC_r1","LTR5A",253,"LTR5A_g4","Node48/99",14,0,0,"#D5D077",2,0.27,0.529054808029367,-0.344828496997441,0
"2099","Taka_7TP_12hr_ATAC_r1 LTR5A LTR5A_g5","Taka_7TP_12hr_ATAC_r1","LTR5A",253,"LTR5A_g5","Node3/97",13,0,0,"#A79BD5",2,0.24,0.452155332208352,-0.31034012061215,0
"2100","Taka_7TP_12hr_ATAC_r1 LTR5A LTR5A_g6","Taka_7TP_12hr_ATAC_r1","LTR5A",253,"LTR5A_g6","Node61/100",10,0,0,"#BE5AD6",2,0.24,0.452155332208352,-0.31034012061215,0
