File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF042ZSL	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF156JCN/	1198166	ENCODE Processing Pipeline	090d676ac74485b46bb07bb0e32e2139		https://www.encodeproject.org/files/ENCFF042ZSL/@@download/ENCFF042ZSL.bigBed				released	s3://encode-public/2021/01/05/489b9fc5-0ce9-4427-af17-4d84d4085eba/ENCFF042ZSL.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF857KTJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR000ECD	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										USF2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF757GNE/, /files/ENCFF898XQB/, /files/ENCFF972YCC/	731965841	ENCODE Processing Pipeline	b4d86b5cb65cf6c062ccdd3d39494fc1		https://www.encodeproject.org/files/ENCFF857KTJ/@@download/ENCFF857KTJ.bigWig				released	s3://encode-public/2020/12/11/5411af74-6cda-4d39-b5d5-ef27d73fd4d5/ENCFF857KTJ.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF346KIW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECD	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										USF2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF757GNE/, /files/ENCFF898XQB/, /files/ENCFF356LFX/, /files/ENCFF972YCC/	153325	ENCODE Processing Pipeline	b4e981f9a19b1eb36b9e60275def7372		https://www.encodeproject.org/files/ENCFF346KIW/@@download/ENCFF346KIW.bed.gz				released	s3://encode-public/2020/12/11/5b1ae59f-ab29-4976-9941-9abd125361a7/ENCFF346KIW.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF434EDF	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECD	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										USF2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF346KIW/	296529	ENCODE Processing Pipeline	53232f1c95f8f381754f7e7106b29649		https://www.encodeproject.org/files/ENCFF434EDF/@@download/ENCFF434EDF.bigBed				released	s3://encode-public/2020/12/11/21ed0a8b-bd8e-4720-bc7b-f45db206ad84/ENCFF434EDF.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF425TNW	bigWig	bigWig		signal p-value	GRCh38	ENCSR000ECC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NRF1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF325EQA/, /files/ENCFF972YCC/, /files/ENCFF836DBA/	875432438	ENCODE Processing Pipeline	28deb4d4af1c5448da533965efef839f		https://www.encodeproject.org/files/ENCFF425TNW/@@download/ENCFF425TNW.bigWig				released	s3://encode-public/2020/12/12/1b45753f-68ff-49a4-b86e-dec06d107462/ENCFF425TNW.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length, improper control_type of control experiment		
ENCFF582PEJ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NRF1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF414RES/	218151	ENCODE Processing Pipeline	14fa8ea78e4c264a0e2b828bef799642		https://www.encodeproject.org/files/ENCFF582PEJ/@@download/ENCFF582PEJ.bigBed				released	s3://encode-public/2020/12/12/577f59e4-784b-49ab-b0af-e08b9971f621/ENCFF582PEJ.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length, improper control_type of control experiment		
ENCFF414RES	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										NRF1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF325EQA/, /files/ENCFF356LFX/, /files/ENCFF836DBA/	88633	ENCODE Processing Pipeline	c7eb21b63a93321d1a842332076df937		https://www.encodeproject.org/files/ENCFF414RES/@@download/ENCFF414RES.bed.gz				released	s3://encode-public/2020/12/12/b96860ad-970f-472a-a557-145163cb0be0/ENCFF414RES.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length, improper control_type of control experiment		
ENCFF998XEK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AQK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD1-human	DNA						2012-03-06	ENCODE		see document, none	200-600	1, 2	1_1, 1_2, 2_1							/files/ENCFF962NKC/	541912	ENCODE Processing Pipeline	cc8cb996e5b88164807674d4badd577f		https://www.encodeproject.org/files/ENCFF998XEK/@@download/ENCFF998XEK.bigBed				released	s3://encode-public/2021/02/11/b34d4ff5-bb45-46e7-a624-ec8341b2b853/ENCFF998XEK.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, mixed read lengths, inconsistent platforms, low read length	insufficient replicate concordance	
ENCFF597VKW	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AQK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD1-human	DNA						2012-03-06	ENCODE		see document, none	200-600	1, 2	1_1, 1_2, 2_1							/files/ENCFF381IYY/, /files/ENCFF840SGV/, /files/ENCFF623AJW/, /files/ENCFF853FRF/, /files/ENCFF495NHT/, /files/ENCFF451YMU/	2902686486	ENCODE Processing Pipeline	9a326f1b6f79a94e4558a93fafd70603		https://www.encodeproject.org/files/ENCFF597VKW/@@download/ENCFF597VKW.bigWig				released	s3://encode-public/2021/02/11/67b05578-78be-4c24-badd-8048c4c52f89/ENCFF597VKW.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, mixed read lengths, inconsistent platforms, low read length	insufficient replicate concordance	
ENCFF962NKC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AQK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD1-human	DNA						2012-03-06	ENCODE		see document, none	200-600	1, 2	1_1, 1_2, 2_1							/files/ENCFF381IYY/, /files/ENCFF840SGV/, /files/ENCFF623AJW/, /files/ENCFF853FRF/, /files/ENCFF495NHT/, /files/ENCFF451YMU/, /files/ENCFF356LFX/	174513	ENCODE Processing Pipeline	2f4e668cd61d5547ce469078ae92b2dc		https://www.encodeproject.org/files/ENCFF962NKC/@@download/ENCFF962NKC.bed.gz				released	s3://encode-public/2021/02/11/3cc775f0-e832-4ffd-8045-07137d0a9fdc/ENCFF962NKC.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, mixed read lengths, inconsistent platforms, low read length	insufficient replicate concordance	
ENCFF270GMO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF518FYW/, /files/ENCFF091EDT/, /files/ENCFF356LFX/, /files/ENCFF972YCC/	121063	ENCODE Processing Pipeline	88e474b7f470f123a4553defc95cb412		https://www.encodeproject.org/files/ENCFF270GMO/@@download/ENCFF270GMO.bed.gz				released	s3://encode-public/2021/01/02/f1d31cb8-bb2b-4191-9f71-6a782ba6e6ba/ENCFF270GMO.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length, improper control_type of control experiment		
ENCFF794ZJT	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF270GMO/	236707	ENCODE Processing Pipeline	00ac038725d938563a46a12d4112c362		https://www.encodeproject.org/files/ENCFF794ZJT/@@download/ENCFF794ZJT.bigBed				released	s3://encode-public/2021/01/02/3e7fe788-5e33-46cb-ae7b-8ccc4c2a03a9/ENCFF794ZJT.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length, improper control_type of control experiment		
ENCFF879JOZ	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EBY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF518FYW/, /files/ENCFF091EDT/, /files/ENCFF972YCC/	792160121	ENCODE Processing Pipeline	62245a4f0deca718d09c0ffe15f7016f		https://www.encodeproject.org/files/ENCFF879JOZ/@@download/ENCFF879JOZ.bigWig				released	s3://encode-public/2021/01/02/0fab7a7d-1f90-413e-afa7-50b0bca65585/ENCFF879JOZ.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length, improper control_type of control experiment		
ENCFF833IPY	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIP	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF847HXU/	72581	ENCODE Processing Pipeline	2db687951ad7c258fb4f882b17fbeea2		https://www.encodeproject.org/files/ENCFF833IPY/@@download/ENCFF833IPY.bigBed				released	s3://encode-public/2021/01/02/ab311940-2587-47a9-9b27-cb24b71f3fc4/ENCFF833IPY.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF973SSV	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BIP	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF816APW/, /files/ENCFF595PNZ/	426229886	ENCODE Processing Pipeline	df6a44ed987b09002099c3246eeeda00		https://www.encodeproject.org/files/ENCFF973SSV/@@download/ENCFF973SSV.bigWig				released	s3://encode-public/2021/01/02/7332fd29-2c31-4b62-978b-f2f9ad81ce28/ENCFF973SSV.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF847HXU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIP	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF816APW/, /files/ENCFF595PNZ/, /files/ENCFF356LFX/	20167	ENCODE Processing Pipeline	caf70b2564697f300378b90ec7607867		https://www.encodeproject.org/files/ENCFF847HXU/@@download/ENCFF847HXU.bed.gz				released	s3://encode-public/2021/01/02/8ba71fce-8fca-426c-b70d-3a625eeaad77/ENCFF847HXU.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF412KEU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DLK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1	1_1							/files/ENCFF376MST/, /files/ENCFF856UFA/, /files/ENCFF356LFX/, /files/ENCFF237PQJ/	595484	ENCODE Processing Pipeline	a6f6143c04c10d75862e1e922d87f8d7		https://www.encodeproject.org/files/ENCFF412KEU/@@download/ENCFF412KEU.bed.gz				released	s3://encode-public/2020/09/26/d7d27faf-12a8-4ccd-993b-7c1d739a0b21/ENCFF412KEU.bed.gz	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length	insufficient read depth	control extremely low read depth
ENCFF708UAS	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DLK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1	1_1							/files/ENCFF376MST/, /files/ENCFF856UFA/, /files/ENCFF237PQJ/	313062801	ENCODE Processing Pipeline	343c864cdfad52131c0269fe36381816		https://www.encodeproject.org/files/ENCFF708UAS/@@download/ENCFF708UAS.bigWig				released	s3://encode-public/2020/09/26/c57ebd57-61ed-402b-b42f-d67f264668fd/ENCFF708UAS.bigWig	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length	insufficient read depth	control extremely low read depth
ENCFF230QSV	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DLK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1	1_1							/files/ENCFF412KEU/	924954	ENCODE Processing Pipeline	71ee388cd723b30ff80f23703f305934		https://www.encodeproject.org/files/ENCFF230QSV/@@download/ENCFF230QSV.bigBed				released	s3://encode-public/2020/09/26/16e154cd-a44b-45ea-b987-f2770aff541a/ENCFF230QSV.bigBed	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length	insufficient read depth	control extremely low read depth
ENCFF903ACN	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQG	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SP2-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF309QRC/	130778	ENCODE Processing Pipeline	a0b813f4db5328afe0084c1534d20d10		https://www.encodeproject.org/files/ENCFF903ACN/@@download/ENCFF903ACN.bigBed				released	s3://encode-public/2020/12/26/7d427ff3-f744-4e14-9b89-d732202d0b04/ENCFF903ACN.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length		
ENCFF168HFH	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BQG	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SP2-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF985PIZ/, /files/ENCFF855LUO/, /files/ENCFF054MMZ/, /files/ENCFF618AQB/	1152203471	ENCODE Processing Pipeline	6920c753a95b7213626f2de990b833eb		https://www.encodeproject.org/files/ENCFF168HFH/@@download/ENCFF168HFH.bigWig				released	s3://encode-public/2020/12/26/6875e4eb-cb42-4b1d-8b43-fd3986d7d26c/ENCFF168HFH.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length		
ENCFF309QRC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQG	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SP2-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF985PIZ/, /files/ENCFF356LFX/, /files/ENCFF855LUO/, /files/ENCFF054MMZ/, /files/ENCFF618AQB/	41772	ENCODE Processing Pipeline	311e63beaf63314eefd174f6a749b8c3		https://www.encodeproject.org/files/ENCFF309QRC/@@download/ENCFF309QRC.bed.gz				released	s3://encode-public/2020/12/26/31da9819-9724-44a7-90da-4394291bd71f/ENCFF309QRC.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length		
ENCFF269OPL	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AMF	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1	1_1, 1_2							/files/ENCFF853FRF/, /files/ENCFF767YLK/, /files/ENCFF381IYY/, /files/ENCFF623AJW/, /files/ENCFF451YMU/	1812791001	ENCODE Processing Pipeline	a609666861820af24ff5326e5d5f7812		https://www.encodeproject.org/files/ENCFF269OPL/@@download/ENCFF269OPL.bigWig				released	s3://encode-public/2021/02/01/7c7e4496-3160-4ab8-bf44-7d93b64c2752/ENCFF269OPL.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length		
ENCFF692RPA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AMF	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1	1_1, 1_2							/files/ENCFF853FRF/, /files/ENCFF767YLK/, /files/ENCFF381IYY/, /files/ENCFF356LFX/, /files/ENCFF623AJW/, /files/ENCFF451YMU/	1093090	ENCODE Processing Pipeline	c3c17414a7f588e17f0b53a38befbd0b		https://www.encodeproject.org/files/ENCFF692RPA/@@download/ENCFF692RPA.bed.gz				released	s3://encode-public/2021/02/01/1e9bb283-f577-4708-942e-b56d2ac2bd70/ENCFF692RPA.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length		
ENCFF764RHO	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AMF	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1	1_1, 1_2							/files/ENCFF692RPA/	1855978	ENCODE Processing Pipeline	d523996bce9376b07b0943b4b41ccd33		https://www.encodeproject.org/files/ENCFF764RHO/@@download/ENCFF764RHO.bigBed				released	s3://encode-public/2021/02/01/c202c70a-c44b-48a6-82b0-641107335168/ENCFF764RHO.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length		
ENCFF059EBB	bigWig	bigWig		signal p-value	GRCh38	ENCSR000ATK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										PHF8-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF271BES/, /files/ENCFF299NCT/, /files/ENCFF451YMU/, /files/ENCFF853FRF/, /files/ENCFF623AJW/, /files/ENCFF381IYY/	1904254939	ENCODE Processing Pipeline	2464dfa5af5ff53d0adf45309078aa87		https://www.encodeproject.org/files/ENCFF059EBB/@@download/ENCFF059EBB.bigWig				released	s3://encode-public/2021/03/20/1f9cc25d-d24e-4426-9bc2-72e8ac4075e7/ENCFF059EBB.bigWig	ENCODE4 v1.7.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, inconsistent platforms, low read length		
ENCFF467WAD	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000ATK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										PHF8-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF271BES/, /files/ENCFF299NCT/, /files/ENCFF451YMU/, /files/ENCFF853FRF/, /files/ENCFF356LFX/, /files/ENCFF623AJW/, /files/ENCFF381IYY/	401351	ENCODE Processing Pipeline	0be17b1a11d06c66356b15d92608b6db		https://www.encodeproject.org/files/ENCFF467WAD/@@download/ENCFF467WAD.bed.gz				released	s3://encode-public/2021/03/20/cd4ee1e4-695f-470a-bddd-c8c6601a6aea/ENCFF467WAD.bed.gz	ENCODE4 v1.7.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, inconsistent platforms, low read length		
ENCFF427UFV	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000ATK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										PHF8-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF467WAD/	1037131	ENCODE Processing Pipeline	8e2447796fc6da2d7d11e6fd60e049b6		https://www.encodeproject.org/files/ENCFF427UFV/@@download/ENCFF427UFV.bigBed				released	s3://encode-public/2021/03/20/4231ebc1-6d2e-46de-8b8c-bc6e78473a64/ENCFF427UFV.bigBed	ENCODE4 v1.7.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, inconsistent platforms, low read length		
ENCFF335ZGP	bigWig	bigWig		signal p-value	GRCh38	ENCSR000ANA	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF064DDT/, /files/ENCFF052LQE/, /files/ENCFF818MAU/, /files/ENCFF504ZFN/	1876797875	ENCODE Processing Pipeline	a4292c16bf35e2783283716072ed3096		https://www.encodeproject.org/files/ENCFF335ZGP/@@download/ENCFF335ZGP.bigWig				released	s3://encode-public/2019/02/01/6dda08b7-79bd-4217-a593-9149ec27bc83/ENCFF335ZGP.bigWig	ENCODE3 GRCh38	released	inconsistent platforms, low read length	insufficient read depth	
ENCFF238YJA	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000ANA	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF739WBT/, /files/ENCFF531SYM/, /files/ENCFF073WSF/	2984178	ENCODE Processing Pipeline	89d6e636761b141d7225f12966ac3f2e		https://www.encodeproject.org/files/ENCFF238YJA/@@download/ENCFF238YJA.bed.gz				released	s3://encode-public/2019/02/01/78b0bf54-40ed-4e38-9055-b0076b92e186/ENCFF238YJA.bed.gz	ENCODE3 GRCh38	released	inconsistent platforms, low read length	insufficient read depth	
ENCFF593UZO	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR000ANA	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF238YJA/	6787929	ENCODE Processing Pipeline	181d1374dd5fd1d7dada04736dd52747		https://www.encodeproject.org/files/ENCFF593UZO/@@download/ENCFF593UZO.bigBed				released	s3://encode-public/2019/02/01/dbe9e008-920d-4369-9c78-82a1a772378b/ENCFF593UZO.bigBed	ENCODE3 GRCh38	released	inconsistent platforms, low read length	insufficient read depth	
ENCFF858LIM	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EBX	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BRCA1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF628PHE/, /files/ENCFF972YCC/, /files/ENCFF472OFH/	776740287	ENCODE Processing Pipeline	72a6819c42df4cdd6a85ef520100e000		https://www.encodeproject.org/files/ENCFF858LIM/@@download/ENCFF858LIM.bigWig				released	s3://encode-public/2020/12/11/ccc72ed9-9b03-4f02-9f57-e824e3b69900/ENCFF858LIM.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, improper control_type of control experiment		
ENCFF721TNS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBX	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BRCA1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF628PHE/, /files/ENCFF356LFX/, /files/ENCFF472OFH/	37451	ENCODE Processing Pipeline	7094f35bc7aa34ed12846c2115f2bfa9		https://www.encodeproject.org/files/ENCFF721TNS/@@download/ENCFF721TNS.bed.gz				released	s3://encode-public/2020/12/11/fd29f78b-1de5-4a45-823d-e8dde1e70590/ENCFF721TNS.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, improper control_type of control experiment		
ENCFF288NOI	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBX	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BRCA1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF721TNS/	102145	ENCODE Processing Pipeline	60c61b1b181ad4b9c2a715829dd9af62		https://www.encodeproject.org/files/ENCFF288NOI/@@download/ENCFF288NOI.bigBed				released	s3://encode-public/2020/12/11/a06a101a-8c40-4f46-a6aa-900a55aa8060/ENCFF288NOI.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, improper control_type of control experiment		
ENCFF837BSZ	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF426USV/, /files/ENCFF595PNZ/, /files/ENCFF702DIC/	500003941	ENCODE Processing Pipeline	9376711eeaa389a2011fefb925dc9563		https://www.encodeproject.org/files/ENCFF837BSZ/@@download/ENCFF837BSZ.bigWig				released	s3://encode-public/2020/12/26/7f1b3a23-6f2d-4450-b251-51b671cdc398/ENCFF837BSZ.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
